discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code
Speed skating,salt-lake-city-2002,500m men,Men,BRONZE,Athlete,,Kip CARPENTER,United States of America,US
Speed skating,salt-lake-city-2002,1000m women,Women,GOLD,Athlete,,Christine WITTY,United States of America,US
Speed skating,salt-lake-city-2002,1000m women,Women,SILVER,Athlete,,Sabine VOELKER,Germany,DE
Speed skating,salt-lake-city-2002,1000m women,Women,BRONZE,Athlete,,Jennifer RODRIGUEZ,United States of America,US
Speed skating,salt-lake-city-2002,1000m men,Men,GOLD,Athlete,,Gerard VAN VELDE,Netherlands,NL
Speed skating,salt-lake-city-2002,1000m men,Men,SILVER,Athlete,,Jan BOS,Netherlands,NL
Speed skating,salt-lake-city-2002,1000m men,Men,BRONZE,Athlete,,Joey CHEEK,United States of America,US
Judo,sydney-2000,Sydney 2000 Judo - 60 kg men,Men,GOLD,Athlete,,Tadahiro NOMURA,Japan,JP
Judo,sydney-2000,Sydney 2000 Judo - 60 kg men,Men,SILVER,Athlete,,Bu-Gyeong Jeong,Republic of Korea,KR
Judo,sydney-2000,Sydney 2000 Judo - 60 kg men,Men,BRONZE,Athlete,,Aidyn SMAGULOV,Kyrgyzstan,KG
Judo,sydney-2000,Sydney 2000 Judo - 60 kg men,Men,BRONZE,Athlete,,Manolo POULOT RAMOS,Cuba,CU
Judo,sydney-2000,66  73kg lightweight men,Men,GOLD,Athlete,,Giuseppe MADDALONI,Italy,IT
Judo,sydney-2000,66  73kg lightweight men,Men,SILVER,Athlete,,Tiago CAMILO,Brazil,BR
Judo,sydney-2000,66  73kg lightweight men,Men,BRONZE,Athlete,,Anatoly LARYUKOV,Belarus,BY
Judo,sydney-2000,66  73kg lightweight men,Men,BRONZE,Athlete,,Vsevolods ZELONIJS,Latvia,LV
Judo,sydney-2000,60  66kg halflightweight men,Men,GOLD,Athlete,,Huseyin OZKAN,Turkey,TR
Judo,sydney-2000,60  66kg halflightweight men,Men,SILVER,Athlete,,Larbi BENBOUDAOUD,France,FR
Judo,sydney-2000,60  66kg halflightweight men,Men,BRONZE,Athlete,,Georgios VAZAGKASVILI,Georgia,GE
Judo,sydney-2000,60  66kg halflightweight men,Men,BRONZE,Athlete,,Girolamo GIOVINAZZO,Italy,IT
Judo,sydney-2000,73  81kg halfmiddleweight men,Men,GOLD,Athlete,,Makoto TAKIMOTO,Japan,JP
Judo,sydney-2000,73  81kg halfmiddleweight men,Men,SILVER,Athlete,,In-Cheol Jo,Republic of Korea,KR
Judo,sydney-2000,73  81kg halfmiddleweight men,Men,BRONZE,Athlete,,Aleksei BUDOLIN,Estonia,EE
Judo,sydney-2000,73  81kg halfmiddleweight men,Men,BRONZE,Athlete,,Nuno DELGADO,Portugal,PT
Judo,sydney-2000,100kg heavyweight men,Men,GOLD,Athlete,,David DOUILLET,France,FR
Judo,sydney-2000,100kg heavyweight men,Men,SILVER,Athlete,,Shinichi SHINOHARA,Japan,JP
Judo,sydney-2000,100kg heavyweight men,Men,BRONZE,Athlete,,Indrek PERTELSON,Estonia,EE
Judo,sydney-2000,100kg heavyweight men,Men,BRONZE,Athlete,,Tamerlan TMENOV,Russian Federation,RU
Judo,sydney-2000,48kg extralightweight women,Women,GOLD,Athlete,,Ryoko TANI,Japan,JP
Judo,sydney-2000,48kg extralightweight women,Women,SILVER,Athlete,,Lyubov BRULETOVA,Russian Federation,RU
Judo,sydney-2000,48kg extralightweight women,Women,BRONZE,Athlete,,Ann SIMONS,Belgium,BE
Judo,sydney-2000,48kg extralightweight women,Women,BRONZE,Athlete,,Anna-Maria GRADANTE,Germany,DE
Judo,sydney-2000,63  70kg middleweight women,Women,GOLD,Athlete,,Sibelis VERANES,Cuba,CU
Judo,sydney-2000,63  70kg middleweight women,Women,SILVER,Athlete,,Kate HOWEY,Great Britain,GB
Judo,sydney-2000,63  70kg middleweight women,Women,BRONZE,Athlete,,Min-Seon Jo,Republic of Korea,KR
Judo,sydney-2000,63  70kg middleweight women,Women,BRONZE,Athlete,,Ylenia SCAPIN,Italy,IT
Judo,sydney-2000,70  78kg halfheavyweight women,Women,GOLD,Athlete,,Lin TANG,People's Republic of China,CN
Judo,sydney-2000,70  78kg halfheavyweight women,Women,SILVER,Athlete,,Celine LEBRUN,France,FR
Judo,sydney-2000,70  78kg halfheavyweight women,Women,BRONZE,Athlete,,Emanuela PIERANTOZZI,Italy,IT
Judo,sydney-2000,70  78kg halfheavyweight women,Women,BRONZE,Athlete,,Simona Marcela RICHTER,Romania,RO
Judo,sydney-2000,78kg heavyweight women,Women,GOLD,Athlete,,Hua YUAN,People's Republic of China,CN
Judo,sydney-2000,78kg heavyweight women,Women,SILVER,Athlete,,Daima Mayelis BELTRAN,Cuba,CU
Judo,sydney-2000,78kg heavyweight women,Women,BRONZE,Athlete,,Seon-Young KIM,Republic of Korea,KR
Judo,sydney-2000,78kg heavyweight women,Women,BRONZE,Athlete,,Mayumi YAMASHITA,Japan,JP
Judo,sydney-2000,48  52kg halflightweight women,Women,GOLD,Athlete,,Legna VERDECIA,Cuba,CU
Judo,sydney-2000,48  52kg halflightweight women,Women,SILVER,Athlete,,Noriko NARAZAKI,Japan,JP
Judo,sydney-2000,48  52kg halflightweight women,Women,BRONZE,Athlete,,Sun Hui KYE,Democratic People's Republic of Korea,KP
Judo,sydney-2000,48  52kg halflightweight women,Women,BRONZE,Athlete,,Yuxiang LIU,People's Republic of China,CN
Judo,sydney-2000,90  100kg halfheavyweight men,Men,GOLD,Athlete,,Kosei INOUE,Japan,JP
Judo,sydney-2000,90  100kg halfheavyweight men,Men,SILVER,Athlete,,Nicolas GILL,Canada,CA
Judo,sydney-2000,90  100kg halfheavyweight men,Men,BRONZE,Athlete,,Stephane TRAINEAU,France,FR
Judo,sydney-2000,90  100kg halfheavyweight men,Men,BRONZE,Athlete,,Yury Styopkin,Russian Federation,RU
Judo,sydney-2000,81  90kg middleweight men,Men,GOLD,Athlete,,Mark HUIZINGA,Netherlands,NL
Judo,sydney-2000,81  90kg middleweight men,Men,SILVER,Athlete,,Carlos Eduardo HONORATO,Brazil,BR
Judo,sydney-2000,81  90kg middleweight men,Men,BRONZE,Athlete,,Frederic DEMONTFAUCON,France,FR
Judo,sydney-2000,81  90kg middleweight men,Men,BRONZE,Athlete,,Ruslan MASHURENKO,Ukraine,UA
Judo,sydney-2000,52  57kg lightweight women,Women,GOLD,Athlete,,Isabel FERNANDEZ GUTIERREZ,Spain,ES
Judo,sydney-2000,52  57kg lightweight women,Women,SILVER,Athlete,,Driulys GONZALEZ,Cuba,CU
Judo,sydney-2000,52  57kg lightweight women,Women,BRONZE,Athlete,,Kie KUSAKABE,Japan,JP
Judo,sydney-2000,52  57kg lightweight women,Women,BRONZE,Athlete,,Maria PEKLI,Australia,AU
Judo,sydney-2000,57  63kg halfmiddleweight women,Women,GOLD,Athlete,,Severine VANDENHENDE,France,FR
Judo,sydney-2000,57  63kg halfmiddleweight women,Women,SILVER,Athlete,,Shufang LI,People's Republic of China,CN
Judo,sydney-2000,57  63kg halfmiddleweight women,Women,BRONZE,Athlete,,Gella VANDECAVEYE,Belgium,BE
Judo,sydney-2000,57  63kg halfmiddleweight women,Women,BRONZE,Athlete,,Seong-Suk Jeong,Republic of Korea,KR
Canoe Slalom,sydney-2000,K1 kayak single men,Men,GOLD,Athlete,,Thomas SCHMIDT,Germany,DE
Canoe Slalom,sydney-2000,K1 kayak single men,Men,SILVER,Athlete,,Paul RATCLIFFE,Great Britain,GB
Canoe Slalom,sydney-2000,K1 kayak single men,Men,BRONZE,Athlete,,Pierpaolo FERRAZZI,Italy,IT
Canoe Slalom,sydney-2000,C2 canoe double men,Men,GOLD,GameTeam,Slovakia team,Pavol HOCHSCHORNER,Slovakia,SK
Canoe Slalom,sydney-2000,C2 canoe double men,Men,GOLD,GameTeam,Slovakia team,Peter HOCHSCHORNER,Slovakia,SK
Canoe Slalom,sydney-2000,C2 canoe double men,Men,SILVER,GameTeam,Poland team #1,Krzysztof KOLOMANSKI,Poland,PL
Canoe Slalom,sydney-2000,C2 canoe double men,Men,SILVER,GameTeam,Poland team #1,Michal STANISZEWSKI,Poland,PL
Canoe Slalom,sydney-2000,C2 canoe double men,Men,BRONZE,GameTeam,Czech Republic team #1,Marek JIRAS,Czech Republic,CZ
Canoe Slalom,sydney-2000,C2 canoe double men,Men,BRONZE,GameTeam,Czech Republic team #1,Tomas MADER,Czech Republic,CZ
Canoe Slalom,sydney-2000,C1 canoe single men,Men,GOLD,Athlete,,Tony ESTANGUET,France,FR
Canoe Slalom,sydney-2000,C1 canoe single men,Men,SILVER,Athlete,,Michal MARTIKAN,Slovakia,SK
Canoe Slalom,sydney-2000,C1 canoe single men,Men,BRONZE,Athlete,,Juraj MINCIK,Slovakia,SK
Canoe Slalom,sydney-2000,K1 kayak single women,Women,GOLD,Athlete,,Stepanka HILGERTOVA,Czech Republic,CZ
Canoe Slalom,sydney-2000,K1 kayak single women,Women,SILVER,Athlete,,Brigitte GUIBAL,France,FR
Canoe Slalom,sydney-2000,K1 kayak single women,Women,BRONZE,Athlete,,Anne-Lise BARDET,France,FR
Hockey,sydney-2000,hockey women,Women,GOLD,GameTeam,Australia team,,Australia,AU
Hockey,sydney-2000,hockey women,Women,SILVER,GameTeam,Argentina team,,Argentina,AR
Hockey,sydney-2000,hockey women,Women,BRONZE,GameTeam,Netherlands team,,Netherlands,NL
Hockey,sydney-2000,hockey men,Men,GOLD,GameTeam,Netherlands team,,Netherlands,NL
Hockey,sydney-2000,hockey men,Men,SILVER,GameTeam,Republic of Korea team,,Republic of Korea,KR
Hockey,sydney-2000,hockey men,Men,BRONZE,GameTeam,Australia team,,Australia,AU
Fencing,sydney-2000,épée team men,Men,GOLD,GameTeam,Italy team,,Italy,IT
Fencing,sydney-2000,épée team men,Men,SILVER,GameTeam,France team,,France,FR
Fencing,sydney-2000,épée team men,Men,BRONZE,GameTeam,Cuba team,,Cuba,CU
Fencing,sydney-2000,épée individual women,Women,GOLD,Athlete,,Timea NAGY,Hungary,HU
Fencing,sydney-2000,épée individual women,Women,SILVER,Athlete,,Gianna HABLÜTZEL-BÜRKI,Switzerland,CH
Fencing,sydney-2000,épée individual women,Women,BRONZE,Athlete,,Laura FLESSEL-COLOVIC,France,FR
Fencing,sydney-2000,épée individual men,Men,GOLD,Athlete,,Pavel KOLOBKOV,Russian Federation,RU
Fencing,sydney-2000,épée individual men,Men,SILVER,Athlete,,Hughes OBRY,France,FR
Fencing,sydney-2000,épée individual men,Men,BRONZE,Athlete,,Sang-Ki LEE,Republic of Korea,KR
Fencing,sydney-2000,sabre team men,Men,GOLD,GameTeam,Russian Federation team,,Russian Federation,RU
Fencing,sydney-2000,sabre team men,Men,SILVER,GameTeam,France team,,France,FR
Fencing,sydney-2000,sabre team men,Men,BRONZE,GameTeam,Germany team,,Germany,DE
Fencing,sydney-2000,foil team women,Women,GOLD,GameTeam,Italy team,,Italy,IT
Fencing,sydney-2000,foil team women,Women,SILVER,GameTeam,Poland team,,Poland,PL
Fencing,sydney-2000,foil team women,Women,BRONZE,GameTeam,Germany team,,Germany,DE
Fencing,sydney-2000,foil team men,Men,GOLD,GameTeam,France team,,France,FR
Fencing,sydney-2000,foil team men,Men,SILVER,GameTeam,People's Republic of China team,,People's Republic of China,CN
Fencing,sydney-2000,foil team men,Men,BRONZE,GameTeam,Italy team,,Italy,IT
Fencing,sydney-2000,foil individual women,Women,GOLD,Athlete,,Maria Valentina VEZZALI,Italy,IT
Fencing,sydney-2000,foil individual women,Women,SILVER,Athlete,,Rita KOENIG,Germany,DE
Fencing,sydney-2000,foil individual women,Women,BRONZE,Athlete,,Giovanna TRILLINI,Italy,IT
Fencing,sydney-2000,épée team women,Women,GOLD,GameTeam,Russian Federation team,,Russian Federation,RU
Fencing,sydney-2000,épée team women,Women,SILVER,GameTeam,Switzerland team,,Switzerland,CH
Fencing,sydney-2000,épée team women,Women,BRONZE,GameTeam,People's Republic of China team,,People's Republic of China,CN
Fencing,sydney-2000,foil individual men,Men,GOLD,Athlete,,Young Ho KIM,Republic of Korea,KR
Fencing,sydney-2000,foil individual men,Men,SILVER,Athlete,,Ralf BISSDORF,Germany,DE
Fencing,sydney-2000,foil individual men,Men,BRONZE,Athlete,,Dmitri SHEVCHENKO,Russian Federation,RU
Fencing,sydney-2000,sabre individual men,Men,GOLD,Athlete,,Mihai COVALIU,Romania,RO
Fencing,sydney-2000,sabre individual men,Men,SILVER,Athlete,,Mathieu GOURDAIN,France,FR
Fencing,sydney-2000,sabre individual men,Men,BRONZE,Athlete,,Wiradech KOTHNY,Germany,DE
Cycling Mountain Bike,sydney-2000,cross-country men,Men,GOLD,Athlete,,Miguel MARTINEZ,France,FR
Cycling Mountain Bike,sydney-2000,cross-country men,Men,SILVER,Athlete,,Filip MEIRHAEGHE,Belgium,BE
Cycling Mountain Bike,sydney-2000,cross-country men,Men,BRONZE,Athlete,,Christoph SAUSER,Switzerland,CH
Cycling Mountain Bike,sydney-2000,cross-country women,Women,GOLD,Athlete,,Paola PEZZO,Italy,IT
Cycling Mountain Bike,sydney-2000,cross-country women,Women,SILVER,Athlete,,Barbara BLATTER,Switzerland,CH
Cycling Mountain Bike,sydney-2000,cross-country women,Women,BRONZE,Athlete,,Margarita FULLANA,Spain,ES
Equestrian Dressage,sydney-2000,team mixed,Open,GOLD,GameTeam,Germany team,,Germany,DE
Equestrian Dressage,sydney-2000,team mixed,Open,SILVER,GameTeam,Netherlands team,,Netherlands,NL
Equestrian Dressage,sydney-2000,team mixed,Open,BRONZE,GameTeam,United States team,,United States of America,US
Equestrian Dressage,sydney-2000,individual mixed,Open,GOLD,Athlete,,Annica VAN GRUNSVEN,Netherlands,NL
Equestrian Dressage,sydney-2000,individual mixed,Open,SILVER,Athlete,,Isabell WERTH,Germany,DE
Equestrian Dressage,sydney-2000,individual mixed,Open,BRONZE,Athlete,,Ulla SALZGEBER,Germany,DE
Volleyball,sydney-2000,volleyball women,Women,GOLD,GameTeam,Cuba team,,Cuba,CU
Volleyball,sydney-2000,volleyball women,Women,SILVER,GameTeam,Russian Federation team,,Russian Federation,RU
Volleyball,sydney-2000,volleyball women,Women,BRONZE,GameTeam,Brazil team,,Brazil,BR
Volleyball,sydney-2000,volleyball men,Men,GOLD,GameTeam,Serbia and Montenegro team,,Serbia and Montenegro,CSXX
Volleyball,sydney-2000,volleyball men,Men,SILVER,GameTeam,Russian Federation team,,Russian Federation,RU
Volleyball,sydney-2000,volleyball men,Men,BRONZE,GameTeam,Italy team,,Italy,IT
Cycling Track,sydney-2000,Keirin men,Men,GOLD,Athlete,,Florian ROUSSEAU,France,FR
Cycling Track,sydney-2000,Keirin men,Men,SILVER,Athlete,,Garry Malcolm NEIWAND,Australia,AU
Cycling Track,sydney-2000,Keirin men,Men,BRONZE,Athlete,,Jens FIEDLER,Germany,DE
Cycling Track,sydney-2000,Sprint individual men,Men,GOLD,Athlete,,Martin NOTHSTEIN,United States of America,US
Cycling Track,sydney-2000,Sprint individual men,Men,SILVER,Athlete,,Florian ROUSSEAU,France,FR
Cycling Track,sydney-2000,Sprint individual men,Men,BRONZE,Athlete,,Jens FIEDLER,Germany,DE
Cycling Track,sydney-2000,1km time trial men,Men,GOLD,Athlete,,Jason QUEALLY,Great Britain,GB
Cycling Track,sydney-2000,1km time trial men,Men,SILVER,Athlete,,Stefan NIMKE,Germany,DE
Cycling Track,sydney-2000,1km time trial men,Men,BRONZE,Athlete,,Shane KELLY,Australia,AU
Cycling Track,sydney-2000,Points Race men,Men,GOLD,Athlete,,Joan LLANERAS,Spain,ES
Cycling Track,sydney-2000,Points Race men,Men,SILVER,Athlete,,Milton Ariel WYNANTS,Uruguay,UY
Cycling Track,sydney-2000,Points Race men,Men,BRONZE,Athlete,,Alexey MARKOV,Russian Federation,RU
Cycling Track,sydney-2000,500m time trial women,Women,GOLD,Athlete,,Felicia BALLANGER,France,FR
Cycling Track,sydney-2000,500m time trial women,Women,SILVER,Athlete,,Michelle FERRIS,Australia,AU
Cycling Track,sydney-2000,500m time trial women,Women,BRONZE,Athlete,,Cuihua JIANG,People's Republic of China,CN
Cycling Track,sydney-2000,Team Pursuit 4000m men,Men,GOLD,GameTeam,Germany team,,Germany,DE
Cycling Track,sydney-2000,Team Pursuit 4000m men,Men,SILVER,GameTeam,Ukraine team,,Ukraine,UA
Cycling Track,sydney-2000,Team Pursuit 4000m men,Men,BRONZE,GameTeam,Great Britain team,,Great Britain,GB
Cycling Track,sydney-2000,points race women,Women,GOLD,Athlete,,Antonella BELLUTTI,Italy,IT
Cycling Track,sydney-2000,points race women,Women,SILVER,Athlete,,Leontien ZIJLAARD-VAN MOORSEL,Netherlands,NL
Cycling Track,sydney-2000,points race women,Women,BRONZE,Athlete,,Olga SLYUSAREVA,Russian Federation,RU
Cycling Track,sydney-2000,Madison men,Men,GOLD,GameTeam,Australia team,Scott MCGRORY,Australia,AU
Cycling Track,sydney-2000,Madison men,Men,GOLD,GameTeam,Australia team,Brett AITKEN,Australia,AU
Cycling Track,sydney-2000,Madison men,Men,SILVER,GameTeam,Belgium team,Etienne DE WILDE,Belgium,BE
Cycling Track,sydney-2000,Madison men,Men,SILVER,GameTeam,Belgium team,Matthew GILMORE,Belgium,BE
Cycling Track,sydney-2000,Madison men,Men,BRONZE,GameTeam,Italy team,Marco VILLA,Italy,IT
Cycling Track,sydney-2000,Madison men,Men,BRONZE,GameTeam,Italy team,Silvio MARTINELLO,Italy,IT
Cycling Track,sydney-2000,sprint women,Women,GOLD,Athlete,,Felicia BALLANGER,France,FR
Cycling Track,sydney-2000,sprint women,Women,SILVER,Athlete,,Oksana GRISHINA,Russian Federation,RU
Cycling Track,sydney-2000,sprint women,Women,BRONZE,Athlete,,Iryna YANOVYCH,Ukraine,UA
Cycling Track,sydney-2000,Individual Pursuit men,Men,GOLD,Athlete,,Robert BARTKO,Germany,DE
Cycling Track,sydney-2000,Individual Pursuit men,Men,SILVER,Athlete,,Jens LEHMANN,Germany,DE
Cycling Track,sydney-2000,Individual Pursuit men,Men,BRONZE,Athlete,,Bradley MCGEE,Australia,AU
Cycling Track,sydney-2000,Olympic Sprint men,Men,GOLD,GameTeam,France team,,France,FR
Cycling Track,sydney-2000,Olympic Sprint men,Men,SILVER,GameTeam,Great Britain team,,Great Britain,GB
Cycling Track,sydney-2000,Olympic Sprint men,Men,BRONZE,GameTeam,Australia team,,Australia,AU
Cycling Track,sydney-2000,individual pursuit women,Women,GOLD,Athlete,,Leontien ZIJLAARD-VAN MOORSEL,Netherlands,NL
Cycling Track,sydney-2000,individual pursuit women,Women,SILVER,Athlete,,Marion CLIGNET,France,FR
Cycling Track,sydney-2000,individual pursuit women,Women,BRONZE,Athlete,,Yvonne MCGREGOR,Great Britain,GB
Table Tennis,sydney-2000,doubles men,Men,GOLD,GameTeam,People's Republic of China team #2,Liqin WANG,People's Republic of China,CN
Table Tennis,sydney-2000,doubles men,Men,GOLD,GameTeam,People's Republic of China team #2,Sen YAN,People's Republic of China,CN
Table Tennis,sydney-2000,doubles men,Men,SILVER,GameTeam,People's Republic of China team #1,Linghui KONG,People's Republic of China,CN
Table Tennis,sydney-2000,doubles men,Men,SILVER,GameTeam,People's Republic of China team #1,Guoliang LIU,People's Republic of China,CN
Table Tennis,sydney-2000,doubles men,Men,BRONZE,GameTeam,France team #1,Jean-Philippe GATIEN,France,FR
Table Tennis,sydney-2000,doubles men,Men,BRONZE,GameTeam,France team #1,Patrick Antoine Edouard CHILA,France,FR
Table Tennis,sydney-2000,Singles women,Women,GOLD,Athlete,,Nan WANG,People's Republic of China,CN
Table Tennis,sydney-2000,Singles women,Women,SILVER,Athlete,,Ju Li,People's Republic of China,CN
Table Tennis,sydney-2000,Singles women,Women,BRONZE,Athlete,,Jing CHEN,Chinese Taipei,TW
Table Tennis,sydney-2000,Singles men,Men,GOLD,Athlete,,Linghui KONG,People's Republic of China,CN
Table Tennis,sydney-2000,Singles men,Men,SILVER,Athlete,,Jan-Ove WALDNER,Sweden,SE
Table Tennis,sydney-2000,Singles men,Men,BRONZE,Athlete,,Guoliang LIU,People's Republic of China,CN
Table Tennis,sydney-2000,doubles women,Women,GOLD,GameTeam,People's Republic of China team #1,Ju Li,People's Republic of China,CN
Table Tennis,sydney-2000,doubles women,Women,GOLD,GameTeam,People's Republic of China team #1,Nan WANG,People's Republic of China,CN
Table Tennis,sydney-2000,doubles women,Women,SILVER,GameTeam,People's Republic of China team #2,Jin SUN,People's Republic of China,CN
Table Tennis,sydney-2000,doubles women,Women,SILVER,GameTeam,People's Republic of China team #2,Ying YANG,People's Republic of China,CN
Table Tennis,sydney-2000,doubles women,Women,BRONZE,GameTeam,Republic of Korea team #1,Moo-Kyo KIM,Republic of Korea,KR
Table Tennis,sydney-2000,doubles women,Women,BRONZE,GameTeam,Republic of Korea team #1,Ji-Hye RYU,Republic of Korea,KR
Equestrian Jumping,sydney-2000,individual mixed,Open,GOLD,Athlete,,Jeroen DUBBELDAM,Netherlands,NL
Equestrian Jumping,sydney-2000,individual mixed,Open,SILVER,Athlete,,Albert VOORN,Netherlands,NL
Equestrian Jumping,sydney-2000,individual mixed,Open,BRONZE,Athlete,,Khaled ALEID,Saudi Arabia,SA
Equestrian Jumping,sydney-2000,team mixed,Open,GOLD,GameTeam,Germany team,,Germany,DE
Equestrian Jumping,sydney-2000,team mixed,Open,SILVER,GameTeam,Switzerland team,,Switzerland,CH
Equestrian Jumping,sydney-2000,team mixed,Open,BRONZE,GameTeam,Brazil team,,Brazil,BR
Water Polo,sydney-2000,water polo women,Women,GOLD,GameTeam,Australia team,,Australia,AU
Water Polo,sydney-2000,water polo women,Women,SILVER,GameTeam,United States team,,United States of America,US
Water Polo,sydney-2000,water polo women,Women,BRONZE,GameTeam,Russian Federation team,,Russian Federation,RU
Water Polo,sydney-2000,water polo men,Men,GOLD,GameTeam,Hungary team,,Hungary,HU
Water Polo,sydney-2000,water polo men,Men,SILVER,GameTeam,Russian Federation team,,Russian Federation,RU
Water Polo,sydney-2000,water polo men,Men,BRONZE,GameTeam,Serbia and Montenegro team,,Serbia and Montenegro,CSXX
Gymnastics Artistic,sydney-2000,team competition women,Women,GOLD,GameTeam,Romania team,,Romania,RO
Gymnastics Artistic,sydney-2000,team competition women,Women,SILVER,GameTeam,Russian Federation team,,Russian Federation,RU
Gymnastics Artistic,sydney-2000,team competition women,Women,BRONZE,GameTeam,United States team,,United States of America,US
Gymnastics Artistic,sydney-2000,parallel bars men,Men,GOLD,Athlete,,Xiaopeng LI,People's Republic of China,CN
Gymnastics Artistic,sydney-2000,parallel bars men,Men,SILVER,Athlete,,Joo Hyung LEE,Republic of Korea,KR
Gymnastics Artistic,sydney-2000,parallel bars men,Men,BRONZE,Athlete,,Alexei NEMOV,Russian Federation,RU
Gymnastics Artistic,sydney-2000,horizontal bar men,Men,GOLD,Athlete,,Alexei NEMOV,Russian Federation,RU
Gymnastics Artistic,sydney-2000,horizontal bar men,Men,SILVER,Athlete,,Benjamin VARONIAN,France,FR
Gymnastics Artistic,sydney-2000,horizontal bar men,Men,BRONZE,Athlete,,Joo Hyung LEE,Republic of Korea,KR
Gymnastics Artistic,sydney-2000,rings men,Men,GOLD,Athlete,,Szilveszter CSOLLANY,Hungary,HU
Gymnastics Artistic,sydney-2000,rings men,Men,SILVER,Athlete,,Dimosthenis TAMPAKOS,Greece,GR
Gymnastics Artistic,sydney-2000,rings men,Men,BRONZE,Athlete,,Yordan Yovchev,Bulgaria,BG
Gymnastics Artistic,sydney-2000,floor exercises women,Women,GOLD,Athlete,,Elena ZAMOLODCHIKOVA,Russian Federation,RU
Gymnastics Artistic,sydney-2000,floor exercises women,Women,SILVER,Athlete,,Svetlana KHORKINA,Russian Federation,RU
Gymnastics Artistic,sydney-2000,floor exercises women,Women,BRONZE,Athlete,,Simona AMANAR,Romania,RO
Gymnastics Artistic,sydney-2000,uneven bars women,Women,GOLD,Athlete,,Svetlana KHORKINA,Russian Federation,RU
Gymnastics Artistic,sydney-2000,uneven bars women,Women,SILVER,Athlete,,Jie LING,People's Republic of China,CN
Gymnastics Artistic,sydney-2000,uneven bars women,Women,BRONZE,Athlete,,Yun YANG,People's Republic of China,CN
Gymnastics Artistic,sydney-2000,floor exercises men,Men,GOLD,Athlete,,Igors VIHROVS,Latvia,LV
Gymnastics Artistic,sydney-2000,floor exercises men,Men,SILVER,Athlete,,Alexei NEMOV,Russian Federation,RU
Gymnastics Artistic,sydney-2000,floor exercises men,Men,BRONZE,Athlete,,Yordan Yovchev,Bulgaria,BG
Gymnastics Artistic,sydney-2000,individual all-round men,Men,GOLD,Athlete,,Alexei NEMOV,Russian Federation,RU
Gymnastics Artistic,sydney-2000,individual all-round men,Men,SILVER,Athlete,,Wey YANG,People's Republic of China,CN
Gymnastics Artistic,sydney-2000,individual all-round men,Men,BRONZE,Athlete,,Oleksandr BERESH,Ukraine,UA
Gymnastics Artistic,sydney-2000,vault women,Women,GOLD,Athlete,,Elena ZAMOLODCHIKOVA,Russian Federation,RU
Gymnastics Artistic,sydney-2000,vault women,Women,SILVER,Athlete,,Andreea Madalina RADUCAN,Romania,RO
Gymnastics Artistic,sydney-2000,vault women,Women,BRONZE,Athlete,,Yekaterina Lobaznyuk,Russian Federation,RU
Gymnastics Artistic,sydney-2000,vault men,Men,GOLD,Athlete,,Gervasio DEFERR,Spain,ES
Gymnastics Artistic,sydney-2000,vault men,Men,SILVER,Athlete,,Alexei BONDARENKO,Russian Federation,RU
Gymnastics Artistic,sydney-2000,vault men,Men,BRONZE,Athlete,,Leszek BLANIK,Poland,PL
Gymnastics Artistic,sydney-2000,balance beam women,Women,GOLD,Athlete,,Xuan LIU,People's Republic of China,CN
Gymnastics Artistic,sydney-2000,balance beam women,Women,SILVER,Athlete,,Yekaterina Lobaznyuk,Russian Federation,RU
Gymnastics Artistic,sydney-2000,balance beam women,Women,BRONZE,Athlete,,Yelena Produnova,Russian Federation,RU
Gymnastics Artistic,sydney-2000,pommel horse men,Men,GOLD,Athlete,,Marius Daniel URZICA,Romania,RO
Gymnastics Artistic,sydney-2000,pommel horse men,Men,SILVER,Athlete,,Eric POUJADE,France,FR
Gymnastics Artistic,sydney-2000,pommel horse men,Men,BRONZE,Athlete,,Alexei NEMOV,Russian Federation,RU
Gymnastics Artistic,sydney-2000,team competition men,Men,GOLD,GameTeam,People's Republic of China team,,People's Republic of China,CN
Gymnastics Artistic,sydney-2000,team competition men,Men,SILVER,GameTeam,Ukraine team,,Ukraine,UA
Gymnastics Artistic,sydney-2000,team competition men,Men,BRONZE,GameTeam,Russian Federation team,,Russian Federation,RU
Gymnastics Artistic,sydney-2000,individual all-round women,Women,GOLD,Athlete,,Simona AMANAR,Romania,RO
Gymnastics Artistic,sydney-2000,individual all-round women,Women,SILVER,Athlete,,Maria OLARU,Romania,RO
Gymnastics Artistic,sydney-2000,individual all-round women,Women,BRONZE,Athlete,,Xuan LIU,People's Republic of China,CN
Wrestling,sydney-2000,"Bantamweight, Greco-Roman (??4 kilograms) Men",Men,GOLD,Athlete,,Kwon-Ho SIM,Republic of Korea,KR
Wrestling,sydney-2000,"Bantamweight, Greco-Roman (??4 kilograms) Men",Men,SILVER,Athlete,,Lazaro RIVAS SCULL,Cuba,CU
Wrestling,sydney-2000,"Bantamweight, Greco-Roman (??4 kilograms) Men",Men,BRONZE,Athlete,,Yong Gyun KANG,Democratic People's Republic of Korea,KP
Wrestling,sydney-2000,"Light-Heavyweight, Freestyle (??5 kilograms) Men",Men,GOLD,Athlete,,Adam SAITIEV,Russian Federation,RU
