discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,Stefania CONSTANTINI,Italy,IT
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,Amos MOSANER,Italy,IT
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,Kristin SKASLIEN,Norway,NO
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,Magnus NEDREGOTTEN,Norway,NO
Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,Almida DE VAL,Sweden,SE
Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,Oskar ERIKSSON,Sweden,SE
Curling,beijing-2022,Women,Women,GOLD,GameTeam,Great Britain,,Great Britain,GB
Curling,beijing-2022,Women,Women,SILVER,GameTeam,Japan,,Japan,JP
Curling,beijing-2022,Women,Women,BRONZE,GameTeam,Sweden,,Sweden,SE
Curling,beijing-2022,Men,Men,GOLD,GameTeam,Sweden,,Sweden,SE
Curling,beijing-2022,Men,Men,SILVER,GameTeam,Great Britain,,Great Britain,GB
Curling,beijing-2022,Men,Men,BRONZE,GameTeam,Canada,,Canada,CA
Freestyle Skiing,beijing-2022,Men's Moguls,Men,SILVER,Athlete,,Mikael KINGSBURY,Canada,CA
Freestyle Skiing,beijing-2022,Men's Moguls,Men,GOLD,Athlete,,Walter WALLBERG,Sweden,SE
Freestyle Skiing,beijing-2022,Men's Moguls,Men,BRONZE,Athlete,,Ikuma HORISHIMA,Japan,JP
Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,GOLD,Athlete,,Nico PORTEOUS,New Zealand,NZ
Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,SILVER,Athlete,,David WISE,United States of America,US
Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,BRONZE,Athlete,,Alex FERREIRA,United States of America,US
Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,BRONZE,Athlete,,Henrik HARLAUT,Sweden,SE
Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,GOLD,Athlete,,Birk RUUD,Norway,NO
Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,SILVER,Athlete,,Colby STEVENSON,United States of America,US
Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,BRONZE,Athlete,,Sergey RIDZIK,ROC,ROC
Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,SILVER,Athlete,,Alex FIVA,Switzerland,CH
Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,GOLD,Athlete,,Ryan REGEZ,Switzerland,CH
Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,BRONZE,Athlete,,Mathilde GREMAUD,Switzerland,CH
Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,GOLD,Athlete,,Ailing Eileen GU,People's Republic of China,CN
Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,SILVER,Athlete,,Tess LEDEUX,France,FR
Freestyle Skiing,beijing-2022,Women's Moguls,Women,SILVER,Athlete,,Jaelin KAUF,United States of America,US
Freestyle Skiing,beijing-2022,Women's Moguls,Women,GOLD,Athlete,,Jakara ANTHONY,Australia,AU
Freestyle Skiing,beijing-2022,Women's Moguls,Women,BRONZE,Athlete,,Anastasiia SMIRNOVA,ROC,ROC
Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,GOLD,GameTeam,United States,,United States of America,US
Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,SILVER,GameTeam,China,,People's Republic of China,CN
Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,BRONZE,GameTeam,Canada,,Canada,CA
Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,SILVER,Athlete,,Marielle THOMPSON,Canada,CA
Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,GOLD,Athlete,,Sandra NAESLUND,Sweden,SE
Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,BRONZE,Athlete,,Daniela MAIER,Germany,DE
Freestyle Skiing,beijing-2022,Men's Aerials,Men,BRONZE,Athlete,,Ilia BUROV,ROC,ROC
Freestyle Skiing,beijing-2022,Men's Aerials,Men,GOLD,Athlete,,Guangpu QI,People's Republic of China,CN
Freestyle Skiing,beijing-2022,Men's Aerials,Men,SILVER,Athlete,,Oleksandr ABRAMENKO,Ukraine,UA
Freestyle Skiing,beijing-2022,Women's Aerials,Women,SILVER,Athlete,,Hanna HUSKOVA,Belarus,BY
Freestyle Skiing,beijing-2022,Women's Aerials,Women,GOLD,Athlete,,Mengtao XU,People's Republic of China,CN
Freestyle Skiing,beijing-2022,Women's Aerials,Women,BRONZE,Athlete,,Megan NICK,United States of America,US
Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,SILVER,Athlete,,Cassie SHARPE,Canada,CA
Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,GOLD,Athlete,,Ailing Eileen GU,People's Republic of China,CN
Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,BRONZE,Athlete,,Rachel KARKER,Canada,CA
Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,SILVER,Athlete,,Ailing Eileen GU,People's Republic of China,CN
Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,GOLD,Athlete,,Mathilde GREMAUD,Switzerland,CH
Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,BRONZE,Athlete,,Kelly SILDARU,Estonia,EE
Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,SILVER,Athlete,,Nicholas GOEPPER,United States of America,US
Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,BRONZE,Athlete,,Jesper TJADER,Sweden,SE
Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,GOLD,Athlete,,Alexander HALL,United States of America,US
Short Track Speed Skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,,Suzanne SCHULTING,Netherlands,NL
Short Track Speed Skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,,Kim BOUTIN,Canada,CA
Short Track Speed Skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,,Arianna FONTANA,Italy,IT
Short Track Speed Skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,,Steven DUBOIS,Canada,CA
Short Track Speed Skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,,Shaoang LIU,Hungary,HU
Short Track Speed Skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,,Konstantin IVLIEV,ROC,ROC
Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,GOLD,GameTeam,Canada,,Canada,CA
Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,SILVER,GameTeam,Republic of Korea,,Republic of Korea,KR
Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,BRONZE,GameTeam,Italy,,Italy,IT
Short Track Speed Skating,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,People's Republic of China,,People's Republic of China,CN
Short Track Speed Skating,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Italy,,Italy,IT
Short Track Speed Skating,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Hungary,,Hungary,HU
Short Track Speed Skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,,Semen ELISTRATOV,ROC,ROC
Short Track Speed Skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,,Daeheon HWANG,Republic of Korea,KR
Short Track Speed Skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,,Steven DUBOIS,Canada,CA
Short Track Speed Skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,,Ziwei REN,People's Republic of China,CN
Short Track Speed Skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,,Wenlong LI,People's Republic of China,CN
Short Track Speed Skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,,Shaoang LIU,Hungary,HU
Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,GOLD,GameTeam,Netherlands,,Netherlands,NL
Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,SILVER,GameTeam,Republic of Korea,,Republic of Korea,KR
Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,BRONZE,GameTeam,People's Republic of China,,People's Republic of China,CN
Short Track Speed Skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,,Suzanne SCHULTING,Netherlands,NL
Short Track Speed Skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,,Minjeong CHOI,Republic of Korea,KR
Short Track Speed Skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,,Hanne DESMET,Belgium,BE
Short Track Speed Skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,,Minjeong CHOI,Republic of Korea,KR
Short Track Speed Skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,,Suzanne SCHULTING,Netherlands,NL
Short Track Speed Skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,,Arianna FONTANA,Italy,IT
Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,SILVER,Athlete,,Queralt CASTELLET,Spain,ES
Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,,Sena TOMITA,Japan,JP
Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,GOLD,Athlete,,Chloe KIM,United States of America,US
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,Nick BAUMGARTNER,United States of America,US
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,Lindsey JACOBELLIS,United States of America,US
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,Omar VISINTIN,Italy,IT
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,Michela MOIOLI,Italy,IT
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,Eliot GRONDIN,Canada,CA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,Meryeta ODINE,Canada,CA
Snowboard,beijing-2022,Women's Snowboard Cross,Women,BRONZE,Athlete,,Meryeta ODINE,Canada,CA
Snowboard,beijing-2022,Women's Snowboard Cross,Women,SILVER,Athlete,,Chloe TRESPEUCH,France,FR
Snowboard,beijing-2022,Women's Snowboard Cross,Women,GOLD,Athlete,,Lindsey JACOBELLIS,United States of America,US
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,SILVER,Athlete,,Tim MASTNAK,Slovenia,SI
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,GOLD,Athlete,,Benjamin KARL,Austria,AT
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,,Vic WILD,ROC,ROC
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,BRONZE,Athlete,,Kokomo MURASE,Japan,JP
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,SILVER,Athlete,,Zoi SADOWSKI SYNNOTT,New Zealand,NZ
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,GOLD,Athlete,,Anna GASSER,Austria,AT
Snowboard,beijing-2022,Men's Snowboard Cross,Men,BRONZE,Athlete,,Omar VISINTIN,Italy,IT
Snowboard,beijing-2022,Men's Snowboard Cross,Men,SILVER,Athlete,,Eliot GRONDIN,Canada,CA
Snowboard,beijing-2022,Men's Snowboard Cross,Men,GOLD,Athlete,,Alessandro HAEMMERLE,Austria,AT
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,GOLD,Athlete,,Max PARROT,Canada,CA
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,SILVER,Athlete,,Yiming SU,People's Republic of China,CN
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,,Mark MCMORRIS,Canada,CA
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,,Jan SCHERRER,Switzerland,CH
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,GOLD,Athlete,,Ayumu HIRANO,Japan,JP
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,SILVER,Athlete,,Scotty JAMES,Australia,AU
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,,Tess COADY,Australia,AU
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,SILVER,Athlete,,Julia MARINO,United States of America,US
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,GOLD,Athlete,,Zoi SADOWSKI SYNNOTT,New Zealand,NZ
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,SILVER,Athlete,,Daniela ULBING,Austria,AT
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,GOLD,Athlete,,Ester LEDECKA,Czech Republic,CZ
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,,Gloria KOTNIK,Slovenia,SI
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,SILVER,Athlete,,Mons ROISLAND,Norway,NO
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,GOLD,Athlete,,Yiming SU,People's Republic of China,CN
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,BRONZE,Athlete,,Max PARROT,Canada,CA
Ski Jumping,beijing-2022,Men's Team,Men,GOLD,GameTeam,Austria,,Austria,AT
Ski Jumping,beijing-2022,Men's Team,Men,SILVER,GameTeam,Slovenia,,Slovenia,SI
Ski Jumping,beijing-2022,Men's Team,Men,BRONZE,GameTeam,Germany,,Germany,DE
Ski Jumping,beijing-2022,Men's LH Individual,Men,GOLD,Athlete,,Marius LINDVIK,Norway,NO
Ski Jumping,beijing-2022,Men's LH Individual,Men,SILVER,Athlete,,Ryoyu KOBAYASHI,Japan,JP
Ski Jumping,beijing-2022,Men's LH Individual,Men,BRONZE,Athlete,,Karl GEIGER,Germany,DE
Ski Jumping,beijing-2022,Mixed Team,Mixed,GOLD,GameTeam,Slovenia,,Slovenia,SI
Ski Jumping,beijing-2022,Mixed Team,Mixed,SILVER,GameTeam,ROC,,ROC,ROC
Ski Jumping,beijing-2022,Mixed Team,Mixed,BRONZE,GameTeam,Canada,,Canada,CA
Ski Jumping,beijing-2022,Women's NH Individual,Women,SILVER,Athlete,,Katharina ALTHAUS,Germany,DE
Ski Jumping,beijing-2022,Women's NH Individual,Women,GOLD,Athlete,,Ursa BOGATAJ,Slovenia,SI
Ski Jumping,beijing-2022,Women's NH Individual,Women,BRONZE,Athlete,,Nika KRIZNAR,Slovenia,SI
Ski Jumping,beijing-2022,Men's NH Individual,Men,BRONZE,Athlete,,Dawid KUBACKI,Poland,PL
Ski Jumping,beijing-2022,Men's NH Individual,Men,SILVER,Athlete,,Manuel FETTNER,Austria,AT
Ski Jumping,beijing-2022,Men's NH Individual,Men,GOLD,Athlete,,Ryoyu KOBAYASHI,Japan,JP
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,Mark KONDRATIUK,ROC,ROC
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,Kamila VALIEVA,ROC,ROC
Figure skating,beijing-2022,Team Event,Mixed,SILVER,GameTeam,United States of America,,United States of America,US
Figure skating,beijing-2022,Team Event,Mixed,BRONZE,GameTeam,Japan,,Japan,JP
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,Wenjing SUI,People's Republic of China,CN
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,Cong HAN,People's Republic of China,CN
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,Evgenia TARASOVA,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,Vladimir MOROZOV,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,Anastasia MISHINA,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,Aleksandr GALLIAMOV,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,Gabriella PAPADAKIS,France,FR
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,Guillaume CIZERON,France,FR
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,Victoria SINITSINA,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,Nikita KATSALAPOV,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,Madison HUBBELL,United States of America,US
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,Zachary DONOHUE,United States of America,US
Figure skating,beijing-2022,Women Single Skating,Women,GOLD,Athlete,,Anna SHCHERBAKOVA,ROC,ROC
Figure skating,beijing-2022,Women Single Skating,Women,SILVER,Athlete,,Alexandra Trusova,ROC,ROC
Figure skating,beijing-2022,Women Single Skating,Women,BRONZE,Athlete,,Kaori SAKAMOTO,Japan,JP
Figure skating,beijing-2022,Men Single Skating,Men,BRONZE,Athlete,,Shoma UNO,Japan,JP
Figure skating,beijing-2022,Men Single Skating,Men,GOLD,Athlete,,Nathan CHEN,United States of America,US
Figure skating,beijing-2022,Men Single Skating,Men,SILVER,Athlete,,Yuma KAGIYAMA,Japan,JP
Luge,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,Germany,,Germany,DE
Luge,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Austria,,Austria,AT
Luge,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Latvia,,Latvia,LV
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,Tobias WENDL,Germany,DE
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,Tobias ARLT,Germany,DE
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,Toni EGGERT,Germany,DE
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,Sascha BENECKEN,Germany,DE
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,Thomas STEU,Austria,AT
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,Lorenz KOLLER,Austria,AT
Luge,beijing-2022,Men's Singles,Men,SILVER,Athlete,,Wolfgang KINDL,Austria,AT
Luge,beijing-2022,Men's Singles,Men,GOLD,Athlete,,Johannes LUDWIG,Germany,DE
Luge,beijing-2022,Men's Singles,Men,BRONZE,Athlete,,Dominik FISCHNALLER,Italy,IT
Luge,beijing-2022,Women's Singles,Women,SILVER,Athlete,,Anna BERREITER,Germany,DE
Luge,beijing-2022,Women's Singles,Women,BRONZE,Athlete,,Tatyana IVANOVA,ROC,ROC
Luge,beijing-2022,Women's Singles,Women,GOLD,Athlete,,Natalie GEISENBERGER,Germany,DE
Ice Hockey,beijing-2022,Men,Men,GOLD,GameTeam,Finland,,Finland,FI
Ice Hockey,beijing-2022,Men,Men,SILVER,GameTeam,ROC,,ROC,ROC
Ice Hockey,beijing-2022,Men,Men,BRONZE,GameTeam,Slovakia,,Slovakia,SK
Ice Hockey,beijing-2022,Women,Women,GOLD,GameTeam,Canada,,Canada,CA
Ice Hockey,beijing-2022,Women,Women,SILVER,GameTeam,United States,,United States of America,US
Ice Hockey,beijing-2022,Women,Women,BRONZE,GameTeam,Finland,,Finland,FI
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,GOLD,Athlete,,Quentin FILLON MAILLET,France,FR
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,SILVER,Athlete,,Tarjei BOE,Norway,NO
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,BRONZE,Athlete,,Eduard LATYPOV,ROC,ROC
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,GOLD,GameTeam,Norway,,Norway,NO
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,SILVER,GameTeam,France,,France,FR
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,BRONZE,GameTeam,ROC,,ROC,ROC
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,SILVER,Athlete,,Tiril ECKHOFF,Norway,NO
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,GOLD,Athlete,,Justine BRAISAZ,France,FR
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,BRONZE,Athlete,,Marte Olsbu ROEISELAND,Norway,NO
Biathlon,beijing-2022,Women's 10km Pursuit,Women,SILVER,Athlete,,Elvira OEBERG,Sweden,SE
Biathlon,beijing-2022,Women's 10km Pursuit,Women,BRONZE,Athlete,,Tiril ECKHOFF,Norway,NO
Biathlon,beijing-2022,Women's 10km Pursuit,Women,GOLD,Athlete,,Marte Olsbu ROEISELAND,Norway,NO
Biathlon,beijing-2022,Men's 10km Sprint,Men,SILVER,Athlete,,Quentin FILLON MAILLET,France,FR
Biathlon,beijing-2022,Men's 10km Sprint,Men,GOLD,Athlete,,Johannes Thingnes BOE,Norway,NO
Biathlon,beijing-2022,Men's 10km Sprint,Men,BRONZE,Athlete,,Tarjei BOE,Norway,NO
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,SILVER,Athlete,,Elvira OEBERG,Sweden,SE
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,GOLD,Athlete,,Marte Olsbu ROEISELAND,Norway,NO
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,BRONZE,Athlete,,Dorothea WIERER,Italy,IT
Biathlon,beijing-2022,Women's 4x6km Relay,Women,GOLD,GameTeam,Sweden,,Sweden,SE
Biathlon,beijing-2022,Women's 4x6km Relay,Women,SILVER,GameTeam,ROC,,ROC,ROC
Biathlon,beijing-2022,Women's 4x6km Relay,Women,BRONZE,GameTeam,Germany,,Germany,DE
Biathlon,beijing-2022,Men's 15km Mass Start,Men,SILVER,Athlete,,Martin PONSILUOMA,Sweden,SE
Biathlon,beijing-2022,Men's 15km Mass Start,Men,BRONZE,Athlete,,Vetle Sjaastad CHRISTIANSEN,Norway,NO
Biathlon,beijing-2022,Men's 15km Mass Start,Men,GOLD,Athlete,,Johannes Thingnes BOE,Norway,NO
Biathlon,beijing-2022,Men's 20km Individual,Men,BRONZE,Athlete,,Johannes Thingnes BOE,Norway,NO
Biathlon,beijing-2022,Men's 20km Individual,Men,SILVER,Athlete,,Anton SMOLSKI,Belarus,BY
Biathlon,beijing-2022,Men's 20km Individual,Men,GOLD,Athlete,,Quentin FILLON MAILLET,France,FR
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,GOLD,GameTeam,Norway,,Norway,NO
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,SILVER,GameTeam,France,,France,FR
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,BRONZE,GameTeam,ROC,,ROC,ROC
Biathlon,beijing-2022,Women's 15km Individual,Women,GOLD,Athlete,,Denise HERRMANN,Germany,DE
Biathlon,beijing-2022,Women's 15km Individual,Women,SILVER,Athlete,,Anais CHEVALIER,France,FR
Biathlon,beijing-2022,Women's 15km Individual,Women,BRONZE,Athlete,,Marte Olsbu ROEISELAND,Norway,NO
Alpine Skiing,beijing-2022,Men's Slalom,Men,GOLD,Athlete,,Clement NOEL,France,FR
Alpine Skiing,beijing-2022,Men's Slalom,Men,SILVER,Athlete,,Johannes STROLZ,Austria,AT
Alpine Skiing,beijing-2022,Men's Slalom,Men,BRONZE,Athlete,,Sebastian FOSS-SOLEVAAG,Norway,NO
Alpine Skiing,beijing-2022,Men's Downhill,Men,GOLD,Athlete,,Beat FEUZ,Switzerland,CH
Alpine Skiing,beijing-2022,Men's Downhill,Men,SILVER,Athlete,,Johan CLAREY,France,FR
Alpine Skiing,beijing-2022,Men's Downhill,Men,BRONZE,Athlete,,Matthias MAYER,Austria,AT
Alpine Skiing,beijing-2022,Women's Super-G,Women,SILVER,Athlete,,Mirjam PUCHNER,Austria,AT
Alpine Skiing,beijing-2022,Women's Super-G,Women,BRONZE,Athlete,,Michelle GISIN,Switzerland,CH
Alpine Skiing,beijing-2022,Women's Super-G,Women,GOLD,Athlete,,Lara GUT - BEHRAMI,Switzerland,CH
Alpine Skiing,beijing-2022,Men's Super-G,Men,GOLD,Athlete,,Matthias MAYER,Austria,AT
Alpine Skiing,beijing-2022,Men's Super-G,Men,BRONZE,Athlete,,Aleksander Aamodt KILDE,Norway,NO
Alpine Skiing,beijing-2022,Men's Super-G,Men,SILVER,Athlete,,Ryan COCHRAN-SIEGLE,United States of America,US
Alpine Skiing,beijing-2022,Women's Downhill,Women,GOLD,Athlete,,Corinne SUTER,Switzerland,CH
Alpine Skiing,beijing-2022,Women's Downhill,Women,SILVER,Athlete,,Sofia GOGGIA,Italy,IT
Alpine Skiing,beijing-2022,Women's Downhill,Women,BRONZE,Athlete,,Nadia DELAGO,Italy,IT
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,GOLD,GameTeam,Austria,,Austria,AT
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,SILVER,GameTeam,Germany,,Germany,DE
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,BRONZE,GameTeam,Norway,,Norway,NO
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,BRONZE,Athlete,,James CRAWFORD,Canada,CA
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,GOLD,Athlete,,Johannes STROLZ,Austria,AT
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,SILVER,Athlete,,Aleksander Aamodt KILDE,Norway,NO
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,BRONZE,Athlete,,Mathieu FAIVRE,France,FR
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,SILVER,Athlete,,Zan KRANJEC,Slovenia,SI
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,GOLD,Athlete,,Marco ODERMATT,Switzerland,CH
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,SILVER,Athlete,,Federica BRIGNONE,Italy,IT
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,BRONZE,Athlete,,Lara GUT - BEHRAMI,Switzerland,CH
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,GOLD,Athlete,,Sara HECTOR,Sweden,SE
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,BRONZE,Athlete,,Federica BRIGNONE,Italy,IT
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,SILVER,Athlete,,Wendy HOLDENER,Switzerland,CH
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,GOLD,Athlete,,Michelle GISIN,Switzerland,CH
Alpine Skiing,beijing-2022,Women's Slalom,Women,GOLD,Athlete,,Petra VLHOVA,Slovakia,SK
Alpine Skiing,beijing-2022,Women's Slalom,Women,BRONZE,Athlete,,Wendy HOLDENER,Switzerland,CH
